



                              FlightStream plot


     Simulation file:                            I:\Senior Design 2\AircraftDesignGroup6\flighstream.fsm
     Angle of attack (Deg)                       25.000
     Side-slip angle (Deg)                       .000
     Freestream velocity (in/s)                  20850.394
     Requested solver iterations                 1000
     Solver convergence limit                     1.000E-05
     Force solver to run all iterations           F
     Time increment (sec)                        1.000
     Solver model:                               Incompressible
     Solver mode:                                Steady
     Reference velocity (in/s)                   3937.008
     Reference length (in)                       197.640
     Reference area (in^2)                       1550.000
     Altitude (ft)                               .000
                                                  
     Wake refinement size (% average mesh size)  1000.000
     Reynolds Number                             34407128.
     Coordinate frame for analysis:              Reference
     Current solver iteration number:            1071
----------------------------------------------------------------------------------------------------
Lift coefficient_X, Lift coefficient_Y, Induced drag coefficient (vorticity)_X, Induced drag coefficient (vorticity)_Y, Pitching moment coefficient_X, Pitching moment coefficient_Y, 
0.3430000000000000E+03,0.4987489134475348E-01,0.3430000000000000E+03,0.0000000000000000E+00,0.3430000000000000E+03,-0.2465653412855700E-01,
0.3440000000000000E+03,0.4987489134475348E-01,0.3440000000000000E+03,0.0000000000000000E+00,0.3440000000000000E+03,-0.2465653412855700E-01,
0.3450000000000000E+03,0.4987489134475348E-01,0.3450000000000000E+03,0.0000000000000000E+00,0.3450000000000000E+03,-0.2465653412855700E-01,
0.3460000000000000E+03,0.4987489134475348E-01,0.3460000000000000E+03,0.0000000000000000E+00,0.3460000000000000E+03,-0.2465653412855700E-01,
0.3470000000000000E+03,0.4987489134475348E-01,0.3470000000000000E+03,0.0000000000000000E+00,0.3470000000000000E+03,-0.2465653412855700E-01,
0.3480000000000000E+03,0.4987489134475348E-01,0.3480000000000000E+03,0.0000000000000000E+00,0.3480000000000000E+03,-0.2465653412855700E-01,
0.3490000000000000E+03,0.4987489134475348E-01,0.3490000000000000E+03,0.0000000000000000E+00,0.3490000000000000E+03,-0.2465653412855700E-01,
0.3500000000000000E+03,0.4987489134475348E-01,0.3500000000000000E+03,0.0000000000000000E+00,0.3500000000000000E+03,-0.2465653412855700E-01,
0.3510000000000000E+03,0.4987489134475348E-01,0.3510000000000000E+03,0.0000000000000000E+00,0.3510000000000000E+03,-0.2465653412855700E-01,
0.3520000000000000E+03,0.4987489134475348E-01,0.3520000000000000E+03,0.0000000000000000E+00,0.3520000000000000E+03,-0.2465653412855700E-01,
0.3530000000000000E+03,0.4987489134475348E-01,0.3530000000000000E+03,0.0000000000000000E+00,0.3530000000000000E+03,-0.2465653412855700E-01,
0.3540000000000000E+03,0.4987489134475348E-01,0.3540000000000000E+03,0.0000000000000000E+00,0.3540000000000000E+03,-0.2465653412855700E-01,
0.3550000000000000E+03,0.4987489134475348E-01,0.3550000000000000E+03,0.0000000000000000E+00,0.3550000000000000E+03,-0.2465653412855700E-01,
0.3560000000000000E+03,0.4987489134475348E-01,0.3560000000000000E+03,0.0000000000000000E+00,0.3560000000000000E+03,-0.2465653412855700E-01,
0.3570000000000000E+03,0.4987489134475348E-01,0.3570000000000000E+03,0.0000000000000000E+00,0.3570000000000000E+03,-0.2465653412855700E-01,
0.3580000000000000E+03,0.4987489134475348E-01,0.3580000000000000E+03,0.0000000000000000E+00,0.3580000000000000E+03,-0.2465653412855700E-01,
0.3590000000000000E+03,0.4987489134475348E-01,0.3590000000000000E+03,0.0000000000000000E+00,0.3590000000000000E+03,-0.2465653412855700E-01,
0.3600000000000000E+03,0.4987489134475348E-01,0.3600000000000000E+03,0.0000000000000000E+00,0.3600000000000000E+03,-0.2465653412855700E-01,
0.3610000000000000E+03,0.4987489134475348E-01,0.3610000000000000E+03,0.0000000000000000E+00,0.3610000000000000E+03,-0.2465653412855700E-01,
0.3620000000000000E+03,0.4987489134475348E-01,0.3620000000000000E+03,0.0000000000000000E+00,0.3620000000000000E+03,-0.2465653412855700E-01,
0.3630000000000000E+03,0.4987489134475348E-01,0.3630000000000000E+03,0.0000000000000000E+00,0.3630000000000000E+03,-0.2465653412855700E-01,
0.3640000000000000E+03,0.4987489134475348E-01,0.3640000000000000E+03,0.0000000000000000E+00,0.3640000000000000E+03,-0.2465653412855700E-01,
0.3650000000000000E+03,0.4987489134475348E-01,0.3650000000000000E+03,0.0000000000000000E+00,0.3650000000000000E+03,-0.2465653412855700E-01,
0.3660000000000000E+03,0.4987489134475348E-01,0.3660000000000000E+03,0.0000000000000000E+00,0.3660000000000000E+03,-0.2465653412855700E-01,
0.3670000000000000E+03,0.4987489134475348E-01,0.3670000000000000E+03,0.0000000000000000E+00,0.3670000000000000E+03,-0.2465653412855700E-01,
0.3680000000000000E+03,0.4987489134475348E-01,0.3680000000000000E+03,0.0000000000000000E+00,0.3680000000000000E+03,-0.2465653412855700E-01,
0.3690000000000000E+03,0.4987489134475348E-01,0.3690000000000000E+03,0.0000000000000000E+00,0.3690000000000000E+03,-0.2465653412855700E-01,
0.3700000000000000E+03,0.4987489134475348E-01,0.3700000000000000E+03,0.0000000000000000E+00,0.3700000000000000E+03,-0.2465653412855700E-01,
0.3710000000000000E+03,0.4987489134475348E-01,0.3710000000000000E+03,0.0000000000000000E+00,0.3710000000000000E+03,-0.2465653412855700E-01,
0.3720000000000000E+03,0.4987489134475348E-01,0.3720000000000000E+03,0.0000000000000000E+00,0.3720000000000000E+03,-0.2465653412855700E-01,
0.3730000000000000E+03,0.4987489134475348E-01,0.3730000000000000E+03,0.0000000000000000E+00,0.3730000000000000E+03,-0.2465653412855700E-01,
0.3740000000000000E+03,0.4987489134475348E-01,0.3740000000000000E+03,0.0000000000000000E+00,0.3740000000000000E+03,-0.2465653412855700E-01,
0.3750000000000000E+03,0.4987489134475348E-01,0.3750000000000000E+03,0.0000000000000000E+00,0.3750000000000000E+03,-0.2465653412855700E-01,
0.3760000000000000E+03,0.4987489134475348E-01,0.3760000000000000E+03,0.0000000000000000E+00,0.3760000000000000E+03,-0.2465653412855700E-01,
0.3770000000000000E+03,0.4987489134475348E-01,0.3770000000000000E+03,0.0000000000000000E+00,0.3770000000000000E+03,-0.2465653412855700E-01,
0.3780000000000000E+03,0.4987489134475348E-01,0.3780000000000000E+03,0.0000000000000000E+00,0.3780000000000000E+03,-0.2465653412855700E-01,
0.3790000000000000E+03,0.4987489134475348E-01,0.3790000000000000E+03,0.0000000000000000E+00,0.3790000000000000E+03,-0.2465653412855700E-01,
0.3800000000000000E+03,0.4987489134475348E-01,0.3800000000000000E+03,0.0000000000000000E+00,0.3800000000000000E+03,-0.2465653412855700E-01,
0.3810000000000000E+03,0.4987489134475348E-01,0.3810000000000000E+03,0.0000000000000000E+00,0.3810000000000000E+03,-0.2465653412855700E-01,
0.3820000000000000E+03,0.4987489134475348E-01,0.3820000000000000E+03,0.0000000000000000E+00,0.3820000000000000E+03,-0.2465653412855700E-01,
0.3830000000000000E+03,0.4987489134475348E-01,0.3830000000000000E+03,0.0000000000000000E+00,0.3830000000000000E+03,-0.2465653412855700E-01,
0.3840000000000000E+03,0.4987489134475348E-01,0.3840000000000000E+03,0.0000000000000000E+00,0.3840000000000000E+03,-0.2465653412855700E-01,
0.3850000000000000E+03,0.4987489134475348E-01,0.3850000000000000E+03,0.0000000000000000E+00,0.3850000000000000E+03,-0.2465653412855700E-01,
0.3860000000000000E+03,0.4987489134475348E-01,0.3860000000000000E+03,0.0000000000000000E+00,0.3860000000000000E+03,-0.2465653412855700E-01,
0.3870000000000000E+03,0.4987489134475348E-01,0.3870000000000000E+03,0.0000000000000000E+00,0.3870000000000000E+03,-0.2465653412855700E-01,
0.3880000000000000E+03,0.4987489134475348E-01,0.3880000000000000E+03,0.0000000000000000E+00,0.3880000000000000E+03,-0.2465653412855700E-01,
0.3890000000000000E+03,0.4987489134475348E-01,0.3890000000000000E+03,0.0000000000000000E+00,0.3890000000000000E+03,-0.2465653412855700E-01,
0.3900000000000000E+03,0.4987489134475348E-01,0.3900000000000000E+03,0.0000000000000000E+00,0.3900000000000000E+03,-0.2465653412855700E-01,
0.3910000000000000E+03,0.4987489134475348E-01,0.3910000000000000E+03,0.0000000000000000E+00,0.3910000000000000E+03,-0.2465653412855700E-01,
0.3920000000000000E+03,0.4987489134475348E-01,0.3920000000000000E+03,0.0000000000000000E+00,0.3920000000000000E+03,-0.2465653412855700E-01,
0.3930000000000000E+03,0.4987489134475348E-01,0.3930000000000000E+03,0.0000000000000000E+00,0.3930000000000000E+03,-0.2465653412855700E-01,
0.3940000000000000E+03,0.4987489134475348E-01,0.3940000000000000E+03,0.0000000000000000E+00,0.3940000000000000E+03,-0.2465653412855700E-01,
0.3950000000000000E+03,0.4987489134475348E-01,0.3950000000000000E+03,0.0000000000000000E+00,0.3950000000000000E+03,-0.2465653412855700E-01,
0.3960000000000000E+03,0.4987489134475348E-01,0.3960000000000000E+03,0.0000000000000000E+00,0.3960000000000000E+03,-0.2465653412855700E-01,
0.3970000000000000E+03,0.4987489134475348E-01,0.3970000000000000E+03,0.0000000000000000E+00,0.3970000000000000E+03,-0.2465653412855700E-01,
0.3980000000000000E+03,0.4987489134475348E-01,0.3980000000000000E+03,0.0000000000000000E+00,0.3980000000000000E+03,-0.2465653412855700E-01,
0.3990000000000000E+03,0.4987489134475348E-01,0.3990000000000000E+03,0.0000000000000000E+00,0.3990000000000000E+03,-0.2465653412855700E-01,
0.4000000000000000E+03,0.4987489134475348E-01,0.4000000000000000E+03,0.0000000000000000E+00,0.4000000000000000E+03,-0.2465653412855700E-01,
0.4010000000000000E+03,0.4987489134475348E-01,0.4010000000000000E+03,0.0000000000000000E+00,0.4010000000000000E+03,-0.2465653412855700E-01,
0.4020000000000000E+03,0.4987489134475348E-01,0.4020000000000000E+03,0.0000000000000000E+00,0.4020000000000000E+03,-0.2465653412855700E-01,
0.4030000000000000E+03,0.4987489134475348E-01,0.4030000000000000E+03,0.0000000000000000E+00,0.4030000000000000E+03,-0.2465653412855700E-01,
0.4040000000000000E+03,0.4987489134475348E-01,0.4040000000000000E+03,0.0000000000000000E+00,0.4040000000000000E+03,-0.2465653412855700E-01,
0.4050000000000000E+03,0.4987489134475348E-01,0.4050000000000000E+03,0.0000000000000000E+00,0.4050000000000000E+03,-0.2465653412855700E-01,
0.4060000000000000E+03,0.4987489134475348E-01,0.4060000000000000E+03,0.0000000000000000E+00,0.4060000000000000E+03,-0.2465653412855700E-01,
0.4070000000000000E+03,0.4987489134475348E-01,0.4070000000000000E+03,0.0000000000000000E+00,0.4070000000000000E+03,-0.2465653412855700E-01,
0.4080000000000000E+03,0.4987489134475348E-01,0.4080000000000000E+03,0.0000000000000000E+00,0.4080000000000000E+03,-0.2465653412855700E-01,
0.4090000000000000E+03,0.4987489134475348E-01,0.4090000000000000E+03,0.0000000000000000E+00,0.4090000000000000E+03,-0.2465653412855700E-01,
0.4100000000000000E+03,0.4987489134475348E-01,0.4100000000000000E+03,0.0000000000000000E+00,0.4100000000000000E+03,-0.2465653412855700E-01,
0.4110000000000000E+03,0.4987489134475348E-01,0.4110000000000000E+03,0.0000000000000000E+00,0.4110000000000000E+03,-0.2465653412855700E-01,
0.4120000000000000E+03,0.4987489134475348E-01,0.4120000000000000E+03,0.0000000000000000E+00,0.4120000000000000E+03,-0.2465653412855700E-01,
0.4130000000000000E+03,0.4987489134475348E-01,0.4130000000000000E+03,0.0000000000000000E+00,0.4130000000000000E+03,-0.2465653412855700E-01,
0.4140000000000000E+03,0.4987489134475348E-01,0.4140000000000000E+03,0.0000000000000000E+00,0.4140000000000000E+03,-0.2465653412855700E-01,
0.4150000000000000E+03,0.4987489134475348E-01,0.4150000000000000E+03,0.0000000000000000E+00,0.4150000000000000E+03,-0.2465653412855700E-01,
0.4160000000000000E+03,0.4987489134475348E-01,0.4160000000000000E+03,0.0000000000000000E+00,0.4160000000000000E+03,-0.2465653412855700E-01,
0.4170000000000000E+03,0.4987489134475348E-01,0.4170000000000000E+03,0.0000000000000000E+00,0.4170000000000000E+03,-0.2465653412855700E-01,
0.4180000000000000E+03,0.4987489134475348E-01,0.4180000000000000E+03,0.0000000000000000E+00,0.4180000000000000E+03,-0.2465653412855700E-01,
0.4190000000000000E+03,0.4987489134475348E-01,0.4190000000000000E+03,0.0000000000000000E+00,0.4190000000000000E+03,-0.2465653412855700E-01,
0.4200000000000000E+03,0.4987489134475348E-01,0.4200000000000000E+03,0.0000000000000000E+00,0.4200000000000000E+03,-0.2465653412855700E-01,
0.4210000000000000E+03,0.4987489134475348E-01,0.4210000000000000E+03,0.0000000000000000E+00,0.4210000000000000E+03,-0.2465653412855700E-01,
0.4220000000000000E+03,0.4987489134475348E-01,0.4220000000000000E+03,0.0000000000000000E+00,0.4220000000000000E+03,-0.2465653412855700E-01,
0.4230000000000000E+03,0.4987489134475348E-01,0.4230000000000000E+03,0.0000000000000000E+00,0.4230000000000000E+03,-0.2465653412855700E-01,
0.4240000000000000E+03,0.4987489134475348E-01,0.4240000000000000E+03,0.0000000000000000E+00,0.4240000000000000E+03,-0.2465653412855700E-01,
0.4250000000000000E+03,0.4987489134475348E-01,0.4250000000000000E+03,0.0000000000000000E+00,0.4250000000000000E+03,-0.2465653412855700E-01,
0.4260000000000000E+03,0.4987489134475348E-01,0.4260000000000000E+03,0.0000000000000000E+00,0.4260000000000000E+03,-0.2465653412855700E-01,
0.4270000000000000E+03,0.4987489134475348E-01,0.4270000000000000E+03,0.0000000000000000E+00,0.4270000000000000E+03,-0.2465653412855700E-01,
0.4280000000000000E+03,0.4987489134475348E-01,0.4280000000000000E+03,0.0000000000000000E+00,0.4280000000000000E+03,-0.2465653412855700E-01,
0.4290000000000000E+03,0.4987489134475348E-01,0.4290000000000000E+03,0.0000000000000000E+00,0.4290000000000000E+03,-0.2465653412855700E-01,
0.4300000000000000E+03,0.4987489134475348E-01,0.4300000000000000E+03,0.0000000000000000E+00,0.4300000000000000E+03,-0.2465653412855700E-01,
0.4310000000000000E+03,0.4987489134475348E-01,0.4310000000000000E+03,0.0000000000000000E+00,0.4310000000000000E+03,-0.2465653412855700E-01,
0.4320000000000000E+03,0.4987489134475348E-01,0.4320000000000000E+03,0.0000000000000000E+00,0.4320000000000000E+03,-0.2465653412855700E-01,
0.4330000000000000E+03,0.4987489134475348E-01,0.4330000000000000E+03,0.0000000000000000E+00,0.4330000000000000E+03,-0.2465653412855700E-01,
0.4340000000000000E+03,0.4987489134475348E-01,0.4340000000000000E+03,0.0000000000000000E+00,0.4340000000000000E+03,-0.2465653412855700E-01,
0.4350000000000000E+03,0.4987489134475348E-01,0.4350000000000000E+03,0.0000000000000000E+00,0.4350000000000000E+03,-0.2465653412855700E-01,
0.4360000000000000E+03,0.4987489134475348E-01,0.4360000000000000E+03,0.0000000000000000E+00,0.4360000000000000E+03,-0.2465653412855700E-01,
0.4370000000000000E+03,0.4987489134475348E-01,0.4370000000000000E+03,0.0000000000000000E+00,0.4370000000000000E+03,-0.2465653412855700E-01,
0.4380000000000000E+03,0.4987489134475348E-01,0.4380000000000000E+03,0.0000000000000000E+00,0.4380000000000000E+03,-0.2465653412855700E-01,
0.4390000000000000E+03,0.4987489134475348E-01,0.4390000000000000E+03,0.0000000000000000E+00,0.4390000000000000E+03,-0.2465653412855700E-01,
0.4400000000000000E+03,0.4987489134475348E-01,0.4400000000000000E+03,0.0000000000000000E+00,0.4400000000000000E+03,-0.2465653412855700E-01,
0.4410000000000000E+03,0.4987489134475348E-01,0.4410000000000000E+03,0.0000000000000000E+00,0.4410000000000000E+03,-0.2465653412855700E-01,
0.4420000000000000E+03,0.4987489134475348E-01,0.4420000000000000E+03,0.0000000000000000E+00,0.4420000000000000E+03,-0.2465653412855700E-01,
0.4430000000000000E+03,0.4987489134475348E-01,0.4430000000000000E+03,0.0000000000000000E+00,0.4430000000000000E+03,-0.2465653412855700E-01,
0.4440000000000000E+03,0.4987489134475348E-01,0.4440000000000000E+03,0.0000000000000000E+00,0.4440000000000000E+03,-0.2465653412855700E-01,
0.4450000000000000E+03,0.4987489134475348E-01,0.4450000000000000E+03,0.0000000000000000E+00,0.4450000000000000E+03,-0.2465653412855700E-01,
0.4460000000000000E+03,0.4987489134475348E-01,0.4460000000000000E+03,0.0000000000000000E+00,0.4460000000000000E+03,-0.2465653412855700E-01,
0.4470000000000000E+03,0.4987489134475348E-01,0.4470000000000000E+03,0.0000000000000000E+00,0.4470000000000000E+03,-0.2465653412855700E-01,
0.4480000000000000E+03,0.4987489134475348E-01,0.4480000000000000E+03,0.0000000000000000E+00,0.4480000000000000E+03,-0.2465653412855700E-01,
0.4490000000000000E+03,0.4987489134475348E-01,0.4490000000000000E+03,0.0000000000000000E+00,0.4490000000000000E+03,-0.2465653412855700E-01,
0.4500000000000000E+03,0.4987489134475348E-01,0.4500000000000000E+03,0.0000000000000000E+00,0.4500000000000000E+03,-0.2465653412855700E-01,
0.4510000000000000E+03,0.4987489134475348E-01,0.4510000000000000E+03,0.0000000000000000E+00,0.4510000000000000E+03,-0.2465653412855700E-01,
0.4520000000000000E+03,0.4987489134475348E-01,0.4520000000000000E+03,0.0000000000000000E+00,0.4520000000000000E+03,-0.2465653412855700E-01,
0.4530000000000000E+03,0.4987489134475348E-01,0.4530000000000000E+03,0.0000000000000000E+00,0.4530000000000000E+03,-0.2465653412855700E-01,
0.4540000000000000E+03,0.4987489134475348E-01,0.4540000000000000E+03,0.0000000000000000E+00,0.4540000000000000E+03,-0.2465653412855700E-01,
0.4550000000000000E+03,0.4987489134475348E-01,0.4550000000000000E+03,0.0000000000000000E+00,0.4550000000000000E+03,-0.2465653412855700E-01,
0.4560000000000000E+03,0.4987489134475348E-01,0.4560000000000000E+03,0.0000000000000000E+00,0.4560000000000000E+03,-0.2465653412855700E-01,
0.4570000000000000E+03,0.4987489134475348E-01,0.4570000000000000E+03,0.0000000000000000E+00,0.4570000000000000E+03,-0.2465653412855700E-01,
0.4580000000000000E+03,0.4987489134475348E-01,0.4580000000000000E+03,0.0000000000000000E+00,0.4580000000000000E+03,-0.2465653412855700E-01,
0.4590000000000000E+03,0.4987489134475348E-01,0.4590000000000000E+03,0.0000000000000000E+00,0.4590000000000000E+03,-0.2465653412855700E-01,
0.4600000000000000E+03,0.4987489134475348E-01,0.4600000000000000E+03,0.0000000000000000E+00,0.4600000000000000E+03,-0.2465653412855700E-01,
0.4610000000000000E+03,0.4987489134475348E-01,0.4610000000000000E+03,0.0000000000000000E+00,0.4610000000000000E+03,-0.2465653412855700E-01,
0.4620000000000000E+03,0.4987489134475348E-01,0.4620000000000000E+03,0.0000000000000000E+00,0.4620000000000000E+03,-0.2465653412855700E-01,
0.4630000000000000E+03,0.4987489134475348E-01,0.4630000000000000E+03,0.0000000000000000E+00,0.4630000000000000E+03,-0.2465653412855700E-01,
0.4640000000000000E+03,0.4987489134475348E-01,0.4640000000000000E+03,0.0000000000000000E+00,0.4640000000000000E+03,-0.2465653412855700E-01,
0.4650000000000000E+03,0.4987489134475348E-01,0.4650000000000000E+03,0.0000000000000000E+00,0.4650000000000000E+03,-0.2465653412855700E-01,
0.4660000000000000E+03,0.4987489134475348E-01,0.4660000000000000E+03,0.0000000000000000E+00,0.4660000000000000E+03,-0.2465653412855700E-01,
0.4670000000000000E+03,0.4987489134475348E-01,0.4670000000000000E+03,0.0000000000000000E+00,0.4670000000000000E+03,-0.2465653412855700E-01,
0.4680000000000000E+03,0.4987489134475348E-01,0.4680000000000000E+03,0.0000000000000000E+00,0.4680000000000000E+03,-0.2465653412855700E-01,
0.4690000000000000E+03,0.4987489134475348E-01,0.4690000000000000E+03,0.0000000000000000E+00,0.4690000000000000E+03,-0.2465653412855700E-01,
0.4700000000000000E+03,0.4987489134475348E-01,0.4700000000000000E+03,0.0000000000000000E+00,0.4700000000000000E+03,-0.2465653412855700E-01,
0.4710000000000000E+03,0.4987489134475348E-01,0.4710000000000000E+03,0.0000000000000000E+00,0.4710000000000000E+03,-0.2465653412855700E-01,
0.4720000000000000E+03,0.4987489134475348E-01,0.4720000000000000E+03,0.0000000000000000E+00,0.4720000000000000E+03,-0.2465653412855700E-01,
0.4730000000000000E+03,0.4987489134475348E-01,0.4730000000000000E+03,0.0000000000000000E+00,0.4730000000000000E+03,-0.2465653412855700E-01,
0.4740000000000000E+03,0.4987489134475348E-01,0.4740000000000000E+03,0.0000000000000000E+00,0.4740000000000000E+03,-0.2465653412855700E-01,
0.4750000000000000E+03,0.4987489134475348E-01,0.4750000000000000E+03,0.0000000000000000E+00,0.4750000000000000E+03,-0.2465653412855700E-01,
0.4760000000000000E+03,0.4987489134475348E-01,0.4760000000000000E+03,0.0000000000000000E+00,0.4760000000000000E+03,-0.2465653412855700E-01,
0.4770000000000000E+03,0.4987489134475348E-01,0.4770000000000000E+03,0.0000000000000000E+00,0.4770000000000000E+03,-0.2465653412855700E-01,
0.4780000000000000E+03,0.4987489134475348E-01,0.4780000000000000E+03,0.0000000000000000E+00,0.4780000000000000E+03,-0.2465653412855700E-01,
0.4790000000000000E+03,0.4987489134475348E-01,0.4790000000000000E+03,0.0000000000000000E+00,0.4790000000000000E+03,-0.2465653412855700E-01,
0.4800000000000000E+03,0.4987489134475348E-01,0.4800000000000000E+03,0.0000000000000000E+00,0.4800000000000000E+03,-0.2465653412855700E-01,
0.4810000000000000E+03,0.4987489134475348E-01,0.4810000000000000E+03,0.0000000000000000E+00,0.4810000000000000E+03,-0.2465653412855700E-01,
0.4820000000000000E+03,0.4987489134475348E-01,0.4820000000000000E+03,0.0000000000000000E+00,0.4820000000000000E+03,-0.2465653412855700E-01,
0.4830000000000000E+03,0.4987489134475348E-01,0.4830000000000000E+03,0.0000000000000000E+00,0.4830000000000000E+03,-0.2465653412855700E-01,
0.4840000000000000E+03,0.4987489134475348E-01,0.4840000000000000E+03,0.0000000000000000E+00,0.4840000000000000E+03,-0.2465653412855700E-01,
0.4850000000000000E+03,0.4987489134475348E-01,0.4850000000000000E+03,0.0000000000000000E+00,0.4850000000000000E+03,-0.2465653412855700E-01,
0.4860000000000000E+03,0.4987489134475348E-01,0.4860000000000000E+03,0.0000000000000000E+00,0.4860000000000000E+03,-0.2465653412855700E-01,
0.4870000000000000E+03,0.4987489134475348E-01,0.4870000000000000E+03,0.0000000000000000E+00,0.4870000000000000E+03,-0.2465653412855700E-01,
0.4880000000000000E+03,0.4987489134475348E-01,0.4880000000000000E+03,0.0000000000000000E+00,0.4880000000000000E+03,-0.2465653412855700E-01,
0.4890000000000000E+03,0.4987489134475348E-01,0.4890000000000000E+03,0.0000000000000000E+00,0.4890000000000000E+03,-0.2465653412855700E-01,
0.4900000000000000E+03,0.4987489134475348E-01,0.4900000000000000E+03,0.0000000000000000E+00,0.4900000000000000E+03,-0.2465653412855700E-01,
0.4910000000000000E+03,0.4987489134475348E-01,0.4910000000000000E+03,0.0000000000000000E+00,0.4910000000000000E+03,-0.2465653412855700E-01,
0.4920000000000000E+03,0.4987489134475348E-01,0.4920000000000000E+03,0.0000000000000000E+00,0.4920000000000000E+03,-0.2465653412855700E-01,
0.4930000000000000E+03,0.4987489134475348E-01,0.4930000000000000E+03,0.0000000000000000E+00,0.4930000000000000E+03,-0.2465653412855700E-01,
0.4940000000000000E+03,0.4987489134475348E-01,0.4940000000000000E+03,0.0000000000000000E+00,0.4940000000000000E+03,-0.2465653412855700E-01,
0.4950000000000000E+03,0.4987489134475348E-01,0.4950000000000000E+03,0.0000000000000000E+00,0.4950000000000000E+03,-0.2465653412855700E-01,
0.4960000000000000E+03,0.4987489134475348E-01,0.4960000000000000E+03,0.0000000000000000E+00,0.4960000000000000E+03,-0.2465653412855700E-01,
0.4970000000000000E+03,0.4987489134475348E-01,0.4970000000000000E+03,0.0000000000000000E+00,0.4970000000000000E+03,-0.2465653412855700E-01,
0.4980000000000000E+03,0.4987489134475348E-01,0.4980000000000000E+03,0.0000000000000000E+00,0.4980000000000000E+03,-0.2465653412855700E-01,
0.4990000000000000E+03,0.4987489134475348E-01,0.4990000000000000E+03,0.0000000000000000E+00,0.4990000000000000E+03,-0.2465653412855700E-01,
0.5000000000000000E+03,0.4987489134475348E-01,0.5000000000000000E+03,0.0000000000000000E+00,0.5000000000000000E+03,-0.2465653412855700E-01,
0.5010000000000000E+03,0.4987489134475348E-01,0.5010000000000000E+03,0.0000000000000000E+00,0.5010000000000000E+03,-0.2465653412855700E-01,
0.5020000000000000E+03,0.4987489134475348E-01,0.5020000000000000E+03,0.0000000000000000E+00,0.5020000000000000E+03,-0.2465653412855700E-01,
0.5030000000000000E+03,0.4987489134475348E-01,0.5030000000000000E+03,0.0000000000000000E+00,0.5030000000000000E+03,-0.2465653412855700E-01,
0.5040000000000000E+03,0.4987489134475348E-01,0.5040000000000000E+03,0.0000000000000000E+00,0.5040000000000000E+03,-0.2465653412855700E-01,
0.5050000000000000E+03,0.4987489134475348E-01,0.5050000000000000E+03,0.0000000000000000E+00,0.5050000000000000E+03,-0.2465653412855700E-01,
0.5060000000000000E+03,0.4987489134475348E-01,0.5060000000000000E+03,0.0000000000000000E+00,0.5060000000000000E+03,-0.2465653412855700E-01,
0.5070000000000000E+03,0.4987489134475348E-01,0.5070000000000000E+03,0.0000000000000000E+00,0.5070000000000000E+03,-0.2465653412855700E-01,
0.5080000000000000E+03,0.4987489134475348E-01,0.5080000000000000E+03,0.0000000000000000E+00,0.5080000000000000E+03,-0.2465653412855700E-01,
0.5090000000000000E+03,0.4987489134475348E-01,0.5090000000000000E+03,0.0000000000000000E+00,0.5090000000000000E+03,-0.2465653412855700E-01,
0.5100000000000000E+03,0.4987489134475348E-01,0.5100000000000000E+03,0.0000000000000000E+00,0.5100000000000000E+03,-0.2465653412855700E-01,
0.5110000000000000E+03,0.4987489134475348E-01,0.5110000000000000E+03,0.0000000000000000E+00,0.5110000000000000E+03,-0.2465653412855700E-01,
0.5120000000000000E+03,0.4987489134475348E-01,0.5120000000000000E+03,0.0000000000000000E+00,0.5120000000000000E+03,-0.2465653412855700E-01,
0.5130000000000000E+03,0.4987489134475348E-01,0.5130000000000000E+03,0.0000000000000000E+00,0.5130000000000000E+03,-0.2465653412855700E-01,
0.5140000000000000E+03,0.4987489134475348E-01,0.5140000000000000E+03,0.0000000000000000E+00,0.5140000000000000E+03,-0.2465653412855700E-01,
0.5150000000000000E+03,0.4987489134475348E-01,0.5150000000000000E+03,0.0000000000000000E+00,0.5150000000000000E+03,-0.2465653412855700E-01,
0.5160000000000000E+03,0.4987489134475348E-01,0.5160000000000000E+03,0.0000000000000000E+00,0.5160000000000000E+03,-0.2465653412855700E-01,
0.5170000000000000E+03,0.4987489134475348E-01,0.5170000000000000E+03,0.0000000000000000E+00,0.5170000000000000E+03,-0.2465653412855700E-01,
0.5180000000000000E+03,0.4987489134475348E-01,0.5180000000000000E+03,0.0000000000000000E+00,0.5180000000000000E+03,-0.2465653412855700E-01,
0.5190000000000000E+03,0.4987489134475348E-01,0.5190000000000000E+03,0.0000000000000000E+00,0.5190000000000000E+03,-0.2465653412855700E-01,
0.5200000000000000E+03,0.4987489134475348E-01,0.5200000000000000E+03,0.0000000000000000E+00,0.5200000000000000E+03,-0.2465653412855700E-01,
0.5210000000000000E+03,0.4987489134475348E-01,0.5210000000000000E+03,0.0000000000000000E+00,0.5210000000000000E+03,-0.2465653412855700E-01,
0.5220000000000000E+03,0.4987489134475348E-01,0.5220000000000000E+03,0.0000000000000000E+00,0.5220000000000000E+03,-0.2465653412855700E-01,
0.5230000000000000E+03,0.4987489134475348E-01,0.5230000000000000E+03,0.0000000000000000E+00,0.5230000000000000E+03,-0.2465653412855700E-01,
0.5240000000000000E+03,0.4987489134475348E-01,0.5240000000000000E+03,0.0000000000000000E+00,0.5240000000000000E+03,-0.2465653412855700E-01,
0.5250000000000000E+03,0.4987489134475348E-01,0.5250000000000000E+03,0.0000000000000000E+00,0.5250000000000000E+03,-0.2465653412855700E-01,
